,rank,name,channel_name,office,official,dimention,voice,fans,video_count,duration,like_count,dislike_count,comment_count,islive,tag_count,view_count_per_video,video_publish_delta,Youtube_days,follow,follower,favourites,tweets_count,mentioned,retweeted,text_len,mention_myself,mention_vtuber,delta_tweet_sec,TW_days,view_count
0,1,キズナアイ,A.I.Channel,upd8,企業,三次元,女,1993361.0,392.0,536.18,8319.04,230.52,1364.74,0.04,24.52,215180.02,1.551018755,633.5713534,13816.0,432334.0,8105.0,21117.0,0.815,0.0,58.125,0.025,0.165,3854.798995,592.5713727000001,132269400.0
1,2,キズナアイ(ゲーム),A.I.Games,upd8,企業,三次元,女,918400.0,289.0,882.78,2884.0,78.26,531.72,0.02,27.98,91874.16,1.306120796,487.57686270000005,13816.0,432334.0,8105.0,21117.0,0.815,0.0,58.125,0.025,0.165,3854.798995,592.5713727000001,52603731.0
2,3,輝夜月(かぐやるな),Kaguya Luna Official,,企業,三次元,女,747234.0,44.0,199.6818182,27946.81818,595.3636364,3650.727273,0.0,18.04545455,1118001.455,4.978251238,222.19824,25.0,365425.0,2250.0,7527.0,0.9,0.0,50.835,0.015,0.075,3693.095477,285.5956783000001,49181549.0
3,4,ミライアカリ,Mirai Akari Project,ENTUM,企業,三次元,女,623231.0,130.0,454.16,9188.18,146.66,1493.76,0.02,12.32,295820.8,3.470989229,1596.786596,12794.0,281884.0,2636.0,3812.0,0.865,0.0,55.61,0.005,0.465,18927.48744,267.4636644,49963419.0
4,5,電脳少女YouTuberシロ,Siro Channel,.LIVE,企業,三次元,女,505523.0,385.0,937.48,4470.76,56.44,675.88,0.12,9.76,86960.28,0.8771319917,386.4017585,2320.0,230532.0,23436.0,8276.0,0.9396984925,0.0,98.1959799,0.0,0.02512562814,2301.732323,387.4305972,48256552.0
5,6,猫宮ひなた,ひなたチャンネル (Hinata Channel),ENTUM,個人,三次元,女,355958.0,22.0,477.4545455,15400.40909,402.8636364,2950.363636,0.0,6.318181817999999,611288.5909,6.785660273,153.4667006,1749.0,135767.0,2083.0,1531.0,0.824120603,0.0,66.30150754,0.05025125628,0.2864321608,18599.69697,154.8279236,13444200.0
6,7,ねこみみマスター(バーチャルのじゃロリ狐娘Youtuberおじさん),けもみみおーこく国営放送,,個人,三次元,男,285831.0,54.0,656.02,6839.86,152.24,898.96,0.12,8.8,252583.86,15.55101805,1258.053772,2628.0,164191.0,63947.0,10690.0,0.755,0.0,77.905,0.03,0.08,1620.663317,1967.123965,12825525.0
7,8,月ノ美兎,月ノ美兎,にじさんじ,企業,二次元,女,240355.0,51.0,3266.22,6996.34,204.42,391.52,0.5,3.8,266946.52,3.06225907,164.1149761,3041.0,163692.0,4507.0,1533.0,0.505,0.0,69.465,0.005,0.16,23876.01005,164.142044,13630081.0
8,9,ヨメミ,萌実 & ヨメミ - Eilene,,企業,二次元,女,231376.0,97.0,660.58,3596.14,59.1,550.42,0.0,13.36,114374.68,2.530612954,328.2772215,5879.0,68273.0,666.0,1153.0,0.865,0.0,43.895,0.0,0.02,14985.05025,204.4398565,17223700.0
9,10,ときのそら,SoraCh. ときのそらチャンネル,ホロライブ,企業,三次元,女,161086.0,138.0,1389.02,3552.4,21.84,379.68,0.26,26.96,57286.42,1.978048942,310.6968395,4222.0,91041.0,27574.0,7643.0,0.76,0.0,75.41,0.0,0.24,3533.035176,380.5392084,9068262.0
10,11,鳩羽つぐ,鳩羽つぐ,,個人,三次元,女,133901.0,6.0,99.16666667,14319.66667,295.3333333,2432.5,0.0,4.833333333,675551.5,26.8200162,156.46289280000005,1.0,80318.0,0.0,6.0,0.0,0.0,36.66666667,0.0,0.0,2316996.8,156.4594167,4041143.0
11,12,静凛,Shizuka Rin Official,にじさんじ,企業,二次元,女,127396.0,105.0,8388.56,1088.66,43.76,8.52,0.98,9.02,32754.68,0.9430272109,163.259652,532.0,86005.0,20344.0,11231.0,0.84,0.0,64.345,0.015,0.105,1586.326633,164.4410834,8272601.0
12,13,樋口楓,樋口楓【にじさんじ所属】,にじさんじ,企業,二次元,女,123161.0,73.0,4642.76,3073.34,79.78,126.9,0.58,4.22,85693.3,2.373793934,164.373865,428.0,95820.0,15147.0,4723.0,0.815,0.0,76.27,0.01,0.24,7897.407034999998,164.39215969999995,6492457.0
13,14,富士葵(ふじあおい),Aoi ch.,,企業,三次元,女,121156.0,120.0,1078.02,5165.04,61.92,754.62,0.12,9.08,101809.22,2.1021851380000003,262.4333789,1053.0,56695.0,780.0,5563.0,0.885,0.0,46.89,0.0,0.055,2271.904523,262.4315347,10834450.0
14,15,Ami Yamato(海外),Ami Yamato,,個人,三次元,女,121656.0,67.0,135.28,3514.02,60.54,454.06,0.0,34.02,87839.12,41.15318665,2614.290566,544.0,10879.0,16957.0,13606.0,0.825,0.0,74.33,0.03,0.0,10259.20101,2620.711639,5573252.0
15,16,バーチャルおばあちゃん(VB),バーチャルおばあちゃんねる,,個人,三次元,男,114533.0,95.0,2031.88,1312.02,36.54,136.88,0.4,10.24,53506.84,1.543857237,165.409652,1.0,43490.0,19.0,283.0,0.135,0.0,66.45,0.02,0.01,49464.55276000001,167.1574375,7739170.0
16,17,夢咲楓,ゲーム部プロジェクト,,企業,三次元,女,107752.0,66.0,857.76,2633.78,116.38,658.72,0.02,14.5,90470.94,1.958477655,170.46317050000005,5138.0,52776.0,845.0,2441.0,0.805,0.0,65.58,0.0,0.06,7893.5025129999985,204.5176459,7531472.0
17,18,アズマ リム(アズリム),Azuma Lim Channel -アズマ リム-,サイバー系,企業,三次元,女,96946.0,58.0,1521.3,1915.68,23.4,221.08,0.3,31.1,43684.2,2.428830074,137.30812419999998,52.0,34606.0,3700.0,3673.0,0.81,0.0,44.825,0.0,0.06,6061.552764,275.7799954,2959895.0
18,19,物述有栖,♥️♠️物述有栖♦️♣️,にじさんじ,企業,二次元,女,87601.0,42.0,3966.0,3634.738095,61.97619048,95.54761905,0.8571428570999999,5.642857143,79956.04762,2.762019252,131.2464576,122.0,55013.0,13065.0,1568.0,0.7537688442,0.005025125628,104.5778894,0.005025125628,0.05025125628,12798.34848,131.2407361,3357741.0
19,20,田中ヒメ 鈴木ヒナ,HimeHina Channel,,企業,三次元,女,83885.0,62.0,2480.46,2603.28,38.2,333.98,0.36,31.94,60401.88,1.853953845,158.5090965,90.0,39355.0,1369.0,1822.0,0.395,0.0,80.8,0.01,0.125,11657.40704,149.6058056,3960942.0
20,21,のらきゃっと,のらきゃっとチャンネル,,個人,三次元,機械,81574.0,28.0,4457.214286,1921.107143,28.35714286,34.82142857,0.9642857143,6.142857143,32544.32143,3.296034379,1317.307812,2510.0,72888.0,4039.0,4422.0,0.35,0.0,53.165,0.005,0.16,9541.889447,453.2878773,911067.0
21,22,ばあちゃる,【世界初?!】男性バーチャルYouTuber ばあちゃる,.LIVE,企業,三次元,男,78109.0,47.0,743.6808511,2145.12766,50.38297872,375.3617021,0.06382978722999999,16.55319149,52638.65957,7.042306762999999,359.4181358,167.0,62195.0,2264.0,3171.0,0.83,0.0,77.58,0.155,0.765,15569.56281,359.4349375,2473631.0
22,23,薬袋カルテ(みないかるて),薬袋カルテ - バーチャル診療所,,個人,二次元,女,76558.0,10.0,670.4,5950.0,55.83333333,1035.5,0.0,1.0,158447.3,14.75740612,149.31877240000003,161.0,47973.0,4694.0,5157.0,0.605,0.0,60.215,0.01,0.27,3187.080402,329.2184097,1584300.0
23,24,エルフのえる,エルフのえる / にじさんじ所属,にじさんじ,企業,二次元,女,76583.0,29.0,3533.689655,2149.517241,33.34482759,75.44827586,0.3793103448,1.0,57560.96552000001,5.111923363,164.1568279,2990.0,55422.0,6049.0,2263.0,0.96,0.0,78.285,0.0,0.07,4981.371859000001,164.1720093,1668914.0
24,25,かしこまり,Mari Channel,upd8,企業,三次元,女,72322.0,74.0,1737.46,2236.18,88.5,278.38,0.3,10.2,61527.86,2.139348781,150.5961104,262.0,33106.0,12208.0,3846.0,0.87,0.0,60.83,0.01,0.27,5734.170854,151.38964819999995,5062025.0
25,26,鈴鹿詩子,鈴鹿詩子,にじさんじ,企業,二次元,女,71562.0,41.0,3386.04878,2286.414634,27.26829268,149.4146341,0.487804878,2.7560975610000003,54949.2439,2.631706308,130.47070530000002,1010.0,61007.0,51.0,332.0,0.37,0.0,80.4,0.0,0.095,42626.24623,130.4694283,2251835.0
26,27,織田信姫,,upd8,企業,三次元,女,72118.0,62.0,627.96,1589.38,212.86,464.4,0.02,17.08,55917.92,1.12244898,128.41589040000002,238.0,16943.0,9798.0,3199.0,0.825,0.0,48.79,0.03,0.335,3014.628141,94.35167364,4122579.0
27,28,名取さな,さなちゃんねる,,個人,二次元,女,68738.0,20.0,3546.85,3133.95,72.9,137.8,0.75,1.0,82263.0,5.951670322000001,130.6455316,20865.0,64369.0,11719.0,9973.0,0.71,0.0,45.59,0.0,0.265,3602.979899,137.0743935,1644434.0
28,29,剣持刀也,剣持刀也【にじさんじ所属】,にじさんじ,企業,二次元,男,64879.0,50.0,3647.74,3471.78,94.84,113.12,0.82,5.68,74321.2,2.321635488,131.1821404,42.0,54232.0,15127.0,1574.0,0.6818181818000001,0.0,75.78282828,0.0,0.101010101,16329.5736,131.1526227,3715173.0
29,30,モイラ,《にじさんじ所属の女神》モイラ,にじさんじ,企業,二次元,女,64915.0,43.0,5481.511628,2353.186047,38.3255814,48.46511628,0.8837209302,1.0,52785.83721000001,3.645492449,164.4403002,21800.0,59577.0,55025.0,5288.0,0.555,0.0,81.67,0.025,0.285,21608.47236,164.43206719999995,2262785.0
30,31,ハッカドール,Hacka Channel ハッカドール,,企業,三次元,女,63675.0,10.0,154.8,5977.9,51.5,1014.2,0.0,12.0,112304.9,11.20511445,109.5018395,327.0,72605.0,3129.0,19219.0,0.9,0.0,37.125,0.015,0.005,1345.829146,1480.231986,1122613.0
31,32,家長むぎ,Mugi Ienaga Official,にじさんじ,企業,二次元,女,61973.0,64.0,2265.4,1109.58,30.94,70.16,0.66,3.48,22111.9,1.653181926,131.3643742,1652.0,51650.0,51250.0,4712.0,0.875,0.0,64.71,0.0,0.025,4041.763819,131.35660420000002,1579802.0
32,33,藤崎由愛(YUA),YUA/藤崎由愛,,企業,三次元,女,57791.0,106.0,446.82,1053.12,15.06,186.28,0.02,23.1,15537.16,2.918368292,299.4217932,104.0,29860.0,917.0,2530.0,0.16,0.0,41.595,0.045,0.075,7816.085427,299.4342084,1686747.0
33,34,ピーナッツくん,ピーナッツくん!オシャレになりたい!,,個人,二次元,男,53763.0,108.0,2191.06,2148.86,52.36,177.64,0.42,7.04,61664.84,3.642242063,382.4563534,1332.0,24092.0,10335.0,3166.0,0.6683417085,0.0,69.43718593,0.0351758794,0.1457286432,30025.95455,382.4291273,6887834.0
34,35,勇気ちひろ,ちひろチャンネル,にじさんじ,企業,二次元,女,51748.0,37.0,5683.702703,2032.054054,57.86486486,54.45945946,0.6756756757,1.0,44625.94595,4.294638632,164.0749414,387.0,41279.0,45740.0,18070.0,0.935,0.0,47.72,0.01,0.015,884.3065326999998,164.05956719999998,1649926.0
35,36,萌恵,エイレーン OtakuMOE,,企業,三次元,女,49525.0,30.0,317.3666667,2806.033333,140.1333333,432.63333330000006,0.0,27.63333333,121698.9667,33.86130707,1470.501793,69.0,58935.0,1204.0,801.0,0.6381909548,0.0,54.68341709,0.055276381910000005,0.08542713568,216649.9697,1585.783248,3649672.0
36,37,宇志海いちご,宇志海いちご,にじさんじ,企業,二次元,女,47424.0,26.0,4442.038462,1962.538462,31.92307692,40.80769231,0.8846153845999999,1.038461538,40772.38462,3.958389815,127.3605548,300.0,44755.0,9886.0,2667.0,0.755,0.0,85.76,0.0,0.2,8726.331658,129.4303195,1059617.0
37,38,ヤミクモケリン,ケリン,,個人,二次元,男,45541.0,21.0,508.04761900000005,3356.1,24.3,339.8095238,0.09523809524,11.95238095,77926.95238,6.828073495,146.1797793,1003.0,34590.0,13147.0,2255.0,0.615,0.0,69.76,0.0,0.175,10213.32663,145.2598449,1635220.0
38,39,甲賀流忍者 ぽんぽこ,甲賀流忍者！ぽんぽこ,,個人,二次元,女,44867.0,43.0,1931.418605,1598.7209300000004,19.55813953,132.06976740000002,0.488372093,3.674418605,47506.95349,3.851975309,163.2117469,559.0,25663.0,1875.0,3986.0,0.68,0.0,60.965,0.005,0.285,6056.130653,163.2192315,2041012.0
39,40,源元気,Gengen Channel,,個人,二次元,機械,43620.0,7.0,95.0,4695.857143,387.85714289999993,717.5714286,0.0,1.0,337744.5714,5.576927082999999,188.1147099,,,,,,,,,,,,2364067.0
40,41,森中花咲,森中花咲,にじさんじ,企業,二次元,女,43285.0,34.0,2994.735294,2680.529412000001,63.44117647,71.5,0.6470588235,3.411764706,43795.76471,3.519761153,122.511527,39.0,37777.0,4218.0,2897.0,0.81,0.0,64.52,0.015,0.085,6295.934673,122.6197871,1488516.0
41,42,虹河ラキ,Laki Station ラキステーション,upd8,企業,三次元,女,42954.0,32.0,606.25,1831.40625,33.34375,331.0625,0.0,9.78125,38599.78125,4.518816084,145.4448256,61.0,17303.0,620.0,1409.0,0.83,0.0,72.81,0.01,0.38,6158.462312,159.52758799999995,1233790.0
42,43,乾伸一郎(忍者),乾ちゃんねる,,個人,二次元,男,41637.0,9.0,619.0,3761.222222,32.33333333,449.33333330000005,0.0,4.0,92831.33333,10.92926071,180.6811798,3683.0,28770.0,2053.0,2002.0,0.6919191919,0.0,79.24747475,0.0,0.3080808081,18902.82741,180.6941736,835402.0
43,44,-yume-柚萌,,転生組,,,,41299.0,52.0,4056.38,719.74,25.1,92.28,0.9,1.0,73164.58,10.36853741,704.8765154,362.0,10993.0,1627.0,45021.0,0.925,0.0,44.5,0.0,0.0,1399.241206,2130.434752,4120407.0
44,45,鈴谷アキ,アキくんちゃんネル,にじさんじ,企業,二次元,女,40231.0,114.0,4014.96,1316.36,10.26,13.0,1.0,4.0,13885.1,1.5306507459999998,164.2953928,24.0,38743.0,2071.0,9658.0,0.12,0.0,77.315,0.0,0.04,4370.417085,164.3129121,1576180.0
45,46,吟醸姉妹/Ginjo Shimai,,,個人,二次元,女,39090.0,583.0,3824.4,137.36,7.88,10.76,0.38,8.7,7124.06,0.9230668934,786.3426381,69.0,2848.0,591.0,781.0,0.665,0.0,78.39,0.04,0.06,12452.9196,110.2491852,4681942.0
46,47,地球ちゃん(海外),Земля Чан,,,三次元,女,38614.0,19.0,1437.210526,3748.157895,88.84210526,421.2105263,0.2105263158,8.052631579,43601.10526,8.332489712000001,181.1570247,325.0,907.0,196.0,67.0,0.5970149254,0.0,73.98507463,0.0,0.2388059701,111085.3333,93.01325928,828165.0
47,48,ウェザーロイドAiri,ウェザーロイド Airi（ポン子）,,企業,三次元,女,38418.0,53.0,2877.98,938.7,6.98,28.56,0.9,14.54,16870.02,1.163034297,142.67127240000005,84.0,38494.0,507.0,300.0,0.44,0.0,83.005,0.02,0.125,17529.075380000002,58.45790049,842881.0
48,49,おめがレイ おめがリオ,おめがシスターズ [Ω Sisters],upd8,個人,三次元,女,38992.0,55.0,421.76,2513.96,16.2,421.34,0.0,12.98,49058.38,2.367346703,132.3879854,19617.0,20733.0,36370.0,7030.0,0.92,0.0,66.115,0.0,0.065,3530.40201,136.7324144,2651578.0
49,50,ベイレーン,ベイレーンチャンネル (Beilene Channel),,個人,二次元,機械,37445.0,1.0,166.0,7549.0,119.0,1389.0,0.0,14.0,198915.0,,328.2493395,0.0,9792.0,21.0,20.0,0.5,0.0,55.15,0.0,0.25,431731.6842,105.5065116,198889.0
50,51,にじさんじ,,にじさんじ,,,,36813.0,3.0,4913.666667,12005.66667,391.6666667,668.3333332999998,0.6666666667,1.333333333,230950.0,26.96503472,164.6434136,21.0,51585.0,851.0,450.0,0.195,0.0,116.675,0.05,0.02,26111.96985,185.583213,691860.0
51,52,ロボ子さん,Roboco Ch. - ロボ子,ホロライブ,企業,三次元,女,36445.0,77.0,5244.76,1115.22,15.02,64.63265306,0.8,16.94,17042.4,1.370389975,156.782534,552.0,28927.0,21820.0,7176.0,0.66,0.0,64.185,0.015,0.21,1745.552764,159.7180857,1467252.0
52,53,北上双葉,北上双葉,.LIVE,企業,二次元,女,35348.0,34.0,3534.441176,1803.323529,36.52941176,26.11764706,0.9705882353,5.970588235,32913.82353,2.272141204,78.60708257,41.0,17807.0,2058.0,1814.0,0.895,0.0,46.745,0.0,0.115,1914.165829,72.23824771,1118020.0
53,54,渋谷ハジメ,渋谷ハジメのはじめ支部,にじさんじ,企業,二次元,男,33584.0,66.0,9981.04,756.84,85.14,6.44,0.98,1.0,10241.5,1.401254724,164.2722793,4411.0,32277.0,974.0,4256.0,0.2,0.0,49.22,0.005,0.055,8201.854271,164.2592199,1300944.0
54,55,YuNi,YuNiちゃんねる,upd8,,,,39786.0,12.0,231.3333333,3901.5,58.66666667,464.5,0.0,12.91666667,105694.3333,2.643683712,61.31937424,60.0,14120.0,1409.0,1357.0,0.935,0.0,64.215,0.005,0.165,4921.859296000001,46.42535419,1257043.0
55,56,シスター・クレア,シスター・クレア,にじさんじSEEDs,企業,二次元,女,34077.0,48.0,657.28,923.1,9.0,100.96,0.02,1.0,10831.56,0.6952307729,50.81671220000001,240.0,34031.0,11107.0,2605.0,0.63,0.0,63.105,0.005,0.17,1966.015075,49.38359493,697597.0
56,57,カフェ野ゾンビ子,Zombi-Ko Channel,upd8,個人,三次元,女,32769.0,52.0,559.14,1632.74,6.92,229.08,0.06,6.66,28119.62,3.765305414,486.3087029,13804.0,17372.0,2960.0,1963.0,0.8592964823999999,0.0,60.91959799,0.0,0.08542713568,11783.48485,184.4354468,1501173.0
57,58,叶(かなえ),Kanae Channel,にじさんじゲーマーズ,企業,二次元,男,33057.0,70.0,9303.78,916.06,33.16,5.66,0.94,1.08,18266.52,0.655676729,74.46422378,91.0,27848.0,1379.0,1896.0,0.61,0.0,50.065,0.0,0.33,3674.733668,83.11366438,2686340.0
58,59,文野環,文野環【にじさんじ所属の野良猫】,にじさんじ,企業,二次元,女,32500.0,15.0,3724.866667,1509.933333,21.86666667,47.6,0.8666666667,1.466666667,23893.0,6.933393684,128.1413881,728.0,36383.0,5730.0,5174.0,0.9,0.0,64.33,0.0,0.21,7291.58794,127.7507014,358270.0
59,60,届木ウカ,Uka's room,ENTUM,個人,三次元,女,32010.0,46.0,809.6304347999999,1298.8,27.51111111,121.52173909999998,0.2173913043,1.913043478,22964.78261,3.998466307,193.2748719,209.0,25910.0,5266.0,3602.0,0.625,0.0,79.28,0.055,0.185,8716.658291,193.2622755,1056283.0
60,61,すーぱーそに子,すーぱーそに子ちゃんねる,WFLE,企業,三次元,女,33148.0,2.0,105.0,5693.5,101.0,741.0,0.0,15.5,110690.5,7.167638889,37.525821,5360.0,74311.0,0.0,57369.0,0.88,0.0,35.13,0.0,0.015,5245.4120600000015,3111.297831,221211.0
61,62,夕陽リリ,Yuhi Riri Official,にじさんじ,企業,二次元,女,31263.0,11.0,3821.909091,1516.727273,23.63636364,23.90909091,0.9090909091,7.636363636,24898.18182,2.872815972,131.2609946,64.0,42681.0,5742.0,3152.0,0.9045226131,0.0,77.42713568,0.0,0.1457286432,6132.681818,131.2820903,273780.0
62,63,もこ田めめめ,もこめめ*channel,.LIVE,個人,二次元,女,31961.0,33.0,3478.5151520000004,2137.545455,23.15151515,38.90909091,0.9090909091,3.3636363639999995,29218.45455,2.374005715,127.7493858,75.0,20287.0,5983.0,4926.0,0.805,0.0,94.485,0.01,0.33,2664.447236,127.7489074,963206.0
63,64,夜桜たま,夜桜たま,.LIVE,企業,二次元,女,32173.0,45.0,3384.511111,1746.0666670000005,18.53333333,36.28888889,0.8888888889,6.222222222,21993.42222,1.748192866,78.59223304,195.0,20653.0,43393.0,4438.0,0.7989949748999999,0.0,75.38190955,0.01507537688,0.3115577889,1979.075758,72.26838659999999,987828.0
64,65,赤羽葉子,Akabane Channel,にじさんじゲーマーズ,企業,二次元,女,31017.0,2.0,1336.5,6110.5,80.5,434.0,0.5,1.0,104947.0,6.005763889,72.95688581,56.0,32496.0,411.0,228.0,0.46,0.0,68.135,0.005,0.31,29981.8794,82.04220604,209827.0
65,66,もちひよこ,もちひよこ,ENTUM,個人,三次元,女,29426.0,36.0,1868.138889,1551.888889,15.80555556,178.36111110000004,0.5,12.25,27349.08333,5.062589616,193.5242122,26580.0,28232.0,13677.0,2800.0,0.685,0.0,78.035,0.005,0.19,10570.64824,192.1510834,984493.0
66,67,金剛いろは,,.LIVE,企業,二次元,女,30093.0,23.0,3203.869565,2431.5217390000007,29.0,66.60869565,0.8695652173999999,1.3478260869999998,35088.869569999995,3.499095118,78.60227933,96.0,19516.0,10839.0,1408.0,0.87,0.0,73.88,0.0,0.355,3672.798995,72.23042364,805445.0
67,68,万楽えね(まぐら えね),バーチャルYouTuber万楽えね,,個人,二次元,女,29199.0,28.0,7056.5,883.25,28.82142857,75.75,0.5714285714,3.428571429,31143.642860000004,5.353433642,149.9615733,16568.0,33597.0,11215.0,2696.0,0.74,0.0,68.085,0.045,0.15,6006.170854,149.9421482,871523.0
68,69,ディープウェブ・アンダーグラウンド,DeepWebUnderground,,個人,三次元,女,28998.0,11.0,287.2727273,2334.454545,88.18181818,535.2727273,0.0,1.0,67993.18182,8.225805556000001,96.45650387,18.0,23750.0,2.0,356.0,0.3115577889,0.0,36.21105528,0.01507537688,0.07035175879,20613.82323,101.0871134,747621.0
69,70,伏見ガク,伏見ガク【にじさんじ所属】,にじさんじ,企業,二次元,男,28533.0,43.0,2852.325581,899.9767442,8.906976744,17.02325581,0.8604651163,6.093023256,12130.39535,2.761399085,131.2878233,385.0,34228.0,13377.0,7025.0,0.7989949748999999,0.0,72.88442211,0.005025125628,0.1105527638,3108.141414,131.2829584,521468.0
70,71,あっくん大魔王,,,個人,二次元,男,27482.0,84.0,4213.46,968.76,13.44,46.8,0.72,2.48,15509.58,2.258583239,881.242233,463.0,26679.0,8195.0,6153.0,0.595,0.0,64.705,0.01,0.265,8075.507538,200.2111412,1427857.0
71,72,イヴ・ヴァルレーヌ,EvE.ch_イヴチャンネル,,企業,三次元,女,27819.0,2.0,459.5,4934.5,91.5,950.5,0.0,7.0,137531.0,13.00082176,106.2558673,323.0,15387.0,107.0,367.0,0.785,0.0,63.515,0.01,0.08,16093.50251,106.2615347,274879.0
72,73,花京院ちえり,ちえり花京院,.LIVE,個人,二次元,女,27638.0,44.0,3217.704545,1910.272727,13.97727273,36.13636364,0.8636363636,1.181818182,22847.72727,1.789096684,127.2407631,786.0,18367.0,14046.0,9312.0,0.765,0.0,64.59,0.005,0.175,1857.361809,126.8207014,1003453.0
73,74,ギルザレンIII世,Gilzaren III Season 1,にじさんじ,企業,二次元,男,26421.0,13.0,5319.307692,2378.615385,27.84615385,56.53846154,0.8461538462,1.0,34210.307689999994,9.425762923999999,130.27035800000002,0.0,25188.0,3966.0,743.0,0.955,0.0,42.47,0.0,0.09,15526.44221,130.2140347,444593.0
74,75,ふぇありす,Fairys Channel,,,,,26642.0,32.0,1535.6,538.7,32.275,62.825,0.15,6.9,13705.0,3.206197472,1309.510323,547.0,15709.0,5414.0,1907.0,0.565,0.0,57.48,0.02,0.105,8097.753769,861.4626689999999,567095.0
75,76,ゴールドシップ(ゴルシ),ぱかチューブっ!,サイバー系,,,,26161.0,34.0,177.64705880000002,1065.058824,8.058823529,130.5294118,0.0,5.794117647,35716.73529,3.269189815,155.5777307,2.0,12622.0,0.0,50.0,0.18,0.0,131.38,0.0,0.0,190218.1837,134.5551111,1213688.0
76,77,響木アオ,Hibiki Ao,,企業,三次元,女,25795.0,132.0,666.6,679.88,6.42,144.2,0.14,46.86,7045.72,1.349608844,155.62720990000003,115.0,14584.0,1531.0,1645.0,0.83,0.0,55.56,0.01,0.11,2338.291457,155.6459445,1348272.0
77,78,東雲めぐ,MeguRoom,,企業,三次元,女,25124.0,78.0,2184.76,94.08,0.44,2.9,0.64,4.44,1270.28,0.5916567460000001,142.62848300000005,464.0,24320.0,16784.0,8503.0,0.905,0.0,73.815,0.005,0.06,1841.798995,145.4313727,612347.0
78,79,TEN,-TEN-イシノマキ,転生組,,,,24965.0,190.0,943.24,48.26,3.44,21.86,0.02,1.14,1961.64,2.790827901,1740.137893,99.0,2626.0,1672.0,9259.0,0.59,0.0,51.52,0.0,0.0,11272.8593,3168.039729,13491091.0
79,80,さはな,さはな【VTuber】,,個人,二次元,男,24436.0,73.0,3776.58,966.38,18.04,158.36,0.28,2.56,16742.16,3.336380385,212.260358,299.0,15790.0,11130.0,3515.0,0.845,0.0,68.505,0.01,0.465,3875.38191,210.9213611,1507142.0
80,81,シロ(ゲーム),電脳少女シロGames,.LIVE,企業,三次元,女,24543.0,1.0,44.0,2744.0,16.0,464.0,0.0,5.0,59223.0,,78.58766128,,,,,,,,,,,,59200.0
81,82,御来屋久遠,御来屋 久遠 -mikuriya 9on-,,個人,二次元,女,24543.0,6.0,648.1666667000002,2692.166667,16.33333333,382.0,0.1666666667,4.166666667,45877.5,10.17590046,207.2463187,15.0,8907.0,35.0,219.0,0.4646464646,0.0,74.61111111,0.0202020202,0.04545454545,26077.82234,155.1794051,274969.0
82,83,バーチャルネットアイドルちゆ12歳,バーチャルネットアイドルちゆ12歳,,個人,二次元,機械,24322.0,11.0,329.8181818,1013.545455,56.36363636,208.2727273,0.0,7.636363636,123987.3636,13.39445139,151.48549690000004,,,,,,,,,,,,1363777.0
83,84,のなか三崎,,,,,,24638.0,38.0,1343.973684,870.4473684000002,5.3684210530000005,44.21052632,0.1052631579,5.447368421,29651.52632,36.53678616,1466.352453,61.0,395.0,63.0,124.0,0.2903225806,0.0,60.37903226,0.01612903226,0.0,35313.85366,56.59795836,1126499.0
84,85,バーチャルゴリラ,,,個人,二次元,男,23777.0,25.0,955.84,1607.52,16.72,181.64,0.12,15.76,39249.0,6.4135788,182.565659,134.0,22485.0,3207.0,2050.0,0.63,0.0,61.485,0.03,0.375,8294.396985,182.2535255,981083.0
85,86,カルロ・ピノ,カルロ・ピノ,.LIVE,企業,二次元,女,23873.0,31.0,2806.096774,1857.419355,11.03225806,41.80645161,0.7419354839,1.387096774,17621.32258,2.466168981,78.61193211,46.0,16298.0,6674.0,2117.0,0.6381909548,0.0,94.17085427,0.01507537688,0.1206030151,2871.712121,72.24618752,545987.0
86,87,ニーツ（VT-212）,ニーツちゃんねる,,個人,三次元,女,23157.0,30.0,2236.433333,1270.0,11.6,124.9333333,0.2666666667,1.5,25188.53333,5.591019716,188.613946,967.0,22658.0,13826.0,8901.0,0.48,0.0,64.805,0.025,0.115,8821.859295999999,174.2282246,755682.0
87,88,ンヌグム,ォ逅,,個人,三次元,機械,22165.0,44.0,92.81818182,783.2954545,33.88636364,409.7272727,0.0,1.0,40649.61364,2.427689492,727.1228232999998,,,,,,,,,,,,1787754.0
88,89,滓残,,,個人,二次元,男,20871.0,1.0,25745.0,2901.0,30.0,450.0,0.0,1.0,50727.0,,154.76990659999996,165.0,16317.0,379.0,1058.0,0.8974358974,0.0,71.59487179,0.01025641026,0.1846153846,16222.974230000002,155.2494051,50726.0
89,90,藤間桜,藤間桜【22/7公式】,,,,,21239.0,11.0,266.5454545,1665.272727,66.18181818,305.5454545,0.0,17.0,29276.54545,2.900158565,32.67569368,1.0,4209.0,0.0,24.0,0.08333333333,0.0,109.5833333,0.0,0.0,108930.0,47.6083403,321439.0
90,91,ディープブリザード(深雪),ディープブリザード,,個人,二次元,男,20217.0,21.0,1630.190476,1287.5,119.9375,99.0952381,0.2857142857,3.095238095,18894.33333,8.054947917,165.5873835,1087.0,18680.0,8015.0,12178.0,0.69,0.0,72.065,0.065,0.37,943.9698492,165.5613611,396713.0
