,rank,name,channel_name,office,official,dimention,voice,fans,video_count,duration,like_count,dislike_count,comment_count,islive,tag_count,view_count_per_video,video_publish_delta,Youtube_days,follow,follower,favourites,tweets_count,mentioned,retweeted,text_len,mention_myself,mention_vtuber,delta_tweet_sec,TW_days,view_count
429,430,希望ちゃんねる,,,,,,1505.0,3.0,373.6666667,291.0,2.5,66.0,0.0,4.666666667,2994.333333,16.85228588,54.09008026,227.0,2473.0,2308.0,1161.0,0.5,0.0,34.77,0.0,0.295,6195.050251,139.0289422,8973.0
430,431,VirtualFairyティーちゃん,,,,,,1474.0,11.0,10097.09091,87.54545455,0.6363636364,7.545454545,0.9090909091,1.0,915.4545455,9.403650463,139.4851729,820.0,3575.0,6893.0,29282.0,0.925,0.0,32.565,0.005,0.405,103.59798990000002,146.35529630000005,10078.0
431,432,ヤカINDAHOUSE,,,個人,二次元,男,1483.0,19.0,1048.578947,126.8421053,0.1052631579,10.42105263,0.2631578947,4.736842105,1070.789474,6.4956893,119.1366659,103.0,1447.0,4294.0,4323.0,0.355,0.0,47.9,0.015,0.135,1719.256281,125.1167778,20329.0
432,433,Vtuber宇宙,,,個人,二次元,女,1456.0,3.0,113.6666667,316.3333333,2.333333333,51.33333333,0.0,10.0,4988.333333,2.950549769,140.3141775,,,,,,,,,,,,14970.0
433,434,ローゼアトの研究室,,,個人,二次元,女,1465.0,8.0,3937.375,168.5,1.375,20.75,0.5,3.125,1689.125,12.01524802,97.13420063,638.0,1772.0,4180.0,3419.0,0.56,0.0,62.95,0.025,0.265,3663.281407,100.0274722,13508.0
434,435,緑乃悪魔マナマナちゃんねる,,,,,,1451.0,162.0,208.94,64.68,10.18,25.9,0.0,9.42,18555.94,12.35741166,782.4674529,,,,,,,,,,,,2706485.0
435,436,バーチャル実況司会者おじさんゆきんこ,,,個人,三次元,女,1436.0,43.0,6515.272727000001,62.5,0.7045454545000001,0.6363636364,0.9545454545,1.0,614.4772727000002,1.489495855,65.76012655,483.0,2210.0,9815.0,14524.0,0.845,0.0,50.005,0.0,0.295,1790.7688440000004,157.7622755,27254.0
436,437,VW族族長センシちゃんねる,,,個人,二次元,男,1560.0,60.0,4681.84,39.56,1.98,4.3,0.74,2.1,401.84,2.59483253,1466.367198,1247.0,2740.0,22650.0,11868.0,0.76,0.0,57.535,0.025,0.38,1739.296482,135.52623380000003,23526.0
437,438,しりゅう動画倉庫,,,,,,1430.0,141.0,451.84,31.56,7.1,6.06,0.0,4.0,5030.22,2.569972364,2879.705798,1141.0,12000.0,22257.0,27731.0,0.715,0.0,65.07,0.045,0.03,7042.829145999999,2047.044174,717447.0
438,439,GOROman,,,,,,1430.0,73.0,2475.702128,11.68085106,0.19148936170000005,0.3404255319,0.4255319149,1.531914894,602.4042552999998,35.82394701,4424.268483,,,,,,,,,,,,490814.0
439,440,テフちゃんねる,,,,,,,,,,,,,,,,,1194.0,4061.0,670.0,1530.0,0.62,0.0,55.515,0.03,0.16,10491.21608,120.41633799999998,
440,441,彩音 Official,,,個人,三次元,,1417.0,3.0,168.0,325.0,4.666666667,43.33333333,0.0,6.0,6518.666667,7.480729167000001,110.2588071,0.0,441.0,3.0,6.0,0.3333333333,0.0,69.66666667,0.0,0.0,258392.6,104.3499722,19553.0
441,442,バーチャルYouTuberすわわチャンネル,,,,,,1404.0,13.0,730.0,63.38461538,20.15384615,98.23076923,0.0,18.76923077,2468.461538,25.02602045,388.2163766000001,,,,,,,,,,,,32100.0
442,443,闇夜桜,,,個人,二次元,女,1416.0,119.0,4904.92,25.46,0.22,0.18,1.0,1.04,174.48,1.083209562,126.13619140000002,2222.0,2251.0,6442.0,5286.0,0.77,0.0,39.43,0.0,0.195,2788.351759,126.1226574,37091.0
443,444,放送局BANちゅう,,,,,,1399.0,4.0,3130.5,119.0,3.25,5.25,0.75,1.75,1759.0,21.36429398,107.7927886,1318.0,3420.0,9095.0,3665.0,0.63,0.0,77.33,0.01,0.375,15596.39698,123.629,7025.0
444,445,バーチャル巫女雛乃木まや,,,,,,1420.0,65.0,336.66,46.1,0.44,10.08,0.0,18.7,584.24,8.793024376,2378.429721,341.0,1676.0,10467.0,9986.0,0.505,0.0,93.27,0.015,0.005,8714.201004999999,2985.260574,51904.0
445,446,レインボーひかり,,,個人,二次元,女,1394.0,32.0,154.0625,72.46875,0.71875,27.0625,0.0,7.21875,968.03125,4.581045400000002,175.2772099,3873.0,2869.0,7798.0,1219.0,0.675,0.0,49.175,0.015,0.155,36733.54774,167.3607824,31014.0
446,447,Vtuber動画作成ちゃんねる,,,,,,1366.0,37.0,166.6756757,243.8108108,18.35135135,54.16216216,0.0,3.27027027,35938.94595,3.428341692,200.6705779,,,,,,,,,,,,1329556.0
447,448,つんこちゃんねる,,,個人,三次元,男,1357.0,10.0,1479.9,78.0,11.5,21.5,0.2,1.8,2935.1,17.19984053,196.4150918,1546.0,2347.0,402.0,1958.0,0.635,0.0,31.245,0.005,0.085,44294.94472,197.1072176,29350.0
448,449,紅茶葉たると,,,個人,二次元,女,1417.0,7.0,1004.571429,145.5,6.833333333,22.16666667,0.2857142857,7.142857143,1357.0,9.065073302,70.37036961,486.0,1947.0,1811.0,757.0,0.755,0.0,46.925,0.01,0.255,6597.829146,73.06938197,9506.0
449,450,【絶叫メシア/ビックフット Vtuber】,,,個人,三次元,女,1349.0,19.0,474.4444444,50.88888889,6.055555556,32.83333333,0.0,34.55555556,2826.055556,42.33940564,894.4993278999998,607.0,1386.0,180.0,113.0,0.8446601942,0.0,47.77669903,0.01941747573,0.009708737864,124773.7549,894.2827963,51373.0
450,451,しのびちゃんねる,,,,,,1393.0,23.0,1445.7391300000004,87.30434783,1.173913043,14.30434783,0.2608695652,14.65217391,1108.173913,3.786715067,136.0312145,367.0,1488.0,3558.0,2191.0,0.89,0.0,50.78,0.01,0.255,1315.477387,113.6904699,25476.0
451,452,HimenoCats*game channel*,,,個人,二次元,女,1346.0,492.0,3391.82,5.52,0.28,1.58,0.6,11.88,60.7,2.287425123,1027.187059,313.0,362.0,2520.0,35929.0,0.5527638190999999,0.0,55.68341709,0.0,0.02512562814,15627.48485,2507.706998,153086.0
452,453,紳士龍の隠れ家,,,,,,1346.0,19.0,3607.842105,8.105263158,0.9473684211,17.31578947,0.5263157895,4.052631579,1550.894737,5.316467335,114.1258557,875.0,668.0,9801.0,3514.0,0.9497487437,0.0,72.18090452,0.0,0.7487437186,4540.212121000001,113.4177847,29473.0
453,454,春崎エアル,春崎エアル,にじさんじ,,,,1591.0,18.0,4531.222222,156.61111110000004,42.38888889,1.4444444440000002,1.0,1.0,955.4444444,1.767819989,37.18525387,7.0,2674.0,3351.0,1839.0,0.855,0.0,36.745,0.0,0.08,1381.231156,37.19790049,17019.0
454,455,アラサー妖怪Vtuber八雲 曠,,,個人,二次元,男,1332.0,60.0,3615.22,34.32,0.14,3.86,0.78,1.6,343.28,2.9012443310000005,162.8448372,951.0,2785.0,9967.0,12067.0,0.705,0.0,58.915,0.01,0.115,4381.59799,163.09770369999995,21437.0
455,456,バーチャルおかん,,,個人,二次元,男,1353.0,140.0,6660.416667,15.875,0.3125,2.6875,0.9375,2.666666667,189.7916667,0.4948692376,3795.253171,2154.0,2179.0,18124.0,16175.0,0.875,0.0,63.115,0.01,0.215,491.2663317,136.6304931,39032.0
456,457,あまねひよ子,ひよ子のピヨピヨチャンネル,,,,,1373.0,24.0,1773.92,82.16,1.0,7.96,0.88,7.56,424.56,1.773772666,124.5680085,7657.0,8120.0,4434.0,1359.0,0.635,0.0,73.35,0.0,0.005,9780.080402,124.5633634,10615.0
457,458,ソリッドゲームちゃんねる,,,,,,1339.0,72.0,12396.44,27.8,1.96,0.48,0.94,1.4,509.56,1.880282974,201.8209599,,,,,,,,,,,,37876.0
458,459,しゅりちゃんねる,,,個人,二次元,男,1337.0,120.0,5772.66,26.92,0.92,4.78,0.54,7.08,946.18,0.5151783352,591.5683326000002,2865.0,4156.0,5972.0,72109.0,0.8442211055,0.0,32.70351759,0.01507537688,0.0,2658.6010100000008,2978.730377,112487.0
459,460,本山らのチャンネル,,,個人,三次元,女,1367.0,18.0,1198.722222,60.27777778,0.4444444444,6.5,0.2222222222,1.0,1092.777778,3.663691449,70.35114507,792.0,2100.0,2023.0,3332.0,0.725,0.0,57.62,0.045,0.025,1171.175879,1223.568803,19653.0
460,461,HIMARI Channel,,,,,,1408.0,9.0,64.66666667,216.0,0.7777777778,18.88888889,0.0,8.888888889,2885.111111,6.991054687999999,70.04427007,212.0,1717.0,1231.0,1452.0,0.595,0.0,46.97,0.005,0.13,1812.718593,74.20967132,25914.0
461,462,Ch:MidoKarma,,,個人,三次元,男,1318.0,21.0,253.5714286,123.4761905,0.9047619048,48.42857143,0.04761904762,5.619047619,764.047619,7.564707755,160.22773069999997,2256.0,2562.0,10189.0,2529.0,0.71,0.0,60.28,0.005,0.49,7043.015075,160.79217130000004,16071.0
462,463,るるなだよ,,,個人,三次元,女,1327.0,64.0,1897.340426,111.6808511,0.5957446809,21.0212766,0.4255319149,3.574468085,589.6808511,1.630294636,160.6678696,6.0,980.0,263.0,298.0,0.58,0.0,53.23,0.015,0.08,20200.32161,160.63520369999995,39255.0
463,464,あかめ,あかめ【VTuber】,,個人,三次元,男,1320.0,49.0,2128.102041,36.71428571,1.326530612,27.93877551,0.2448979592,4.183673469,447.6530612,3.772271894,194.5486566,,,,,,,,,,,,21931.0
464,465,ch野良いぬ,,,個人,二次元,女,1320.0,19.0,3300.315789,63.36842105,0.3684210526,5.578947368,0.6842105262999999,1.0,880.3157894999998,4.3914422580000005,414.6505664,47.0,505.0,253.0,331.0,0.5939086294,0.0,65.84771574,0.02538071066,0.2385786802,10430.36224,37.26979864,16741.0
465,466,バーチャルchannelチョコ,,,,,,1305.0,2.0,282.0,440.0,9.0,80.0,0.0,1.0,29416.0,,651.2363766,5.0,44.0,11.0,39.0,0.1578947368,0.0,54.5,0.0,0.0,772465.4865,667.8589422,276402.0
466,467,LEVYS CHANNEL VTuber Levi,,,個人,三次元,機械,1294.0,221.0,5600.92,1.44,0.1,0.16,0.72,3.34,43.38,1.301282124,1630.4597789999998,1035.0,752.0,42728.0,10002.0,0.675,0.0,74.315,0.0,0.09,3280.768844,799.4517893999998,468167.0
467,468,とめこちゃんねる,,,,,,1304.0,6.0,12660.16667,75.0,1.0,0.8333333333,1.0,1.0,1610.666667,3.2851689810000004,26.06857563,572.0,23523.0,10374.0,14071.0,0.495,0.0,35.755,0.0,0.14,5210.728643,2905.435956,9663.0
468,469,今咲はな,今咲はな／Hana Ch.,,個人,二次元,女,1297.0,62.0,868.32,43.86,0.12,15.42,0.24,6.8,220.72,2.143570956,177.7003002,557.0,2027.0,4211.0,3801.0,0.705,0.0,61.515,0.08,0.19,3929.547739,129.3253195,16637.0
469,470,LUMi Official,,,,,,1293.0,22.0,303.3181818,92.04545455,0.7727272727,7.681818182000001,0.0,15.81818182,2552.318182,7.031746032,365.5920826,,,,,,,,,,,,56163.0
470,471,ミィ・ガルルラ,ミィ・ガルルラchannel,,,,,1299.0,18.0,4982.222222,24.72222222,0.1111111111,0.1111111111,1.0,2.833333333,359.44444439999995,3.972619826,102.2063303,573.0,2685.0,10170.0,4410.0,0.785,0.0,68.64,0.025,0.515,2742.351759,98.85299308,6507.0
471,472,ゲノンとエストCyber Reality Ch.,,,個人,二次元,機械,1294.0,8.0,1115.625,138.375,1.375,31.625,0.125,2.75,1868.625,20.19138889,149.79085569999995,472.0,1806.0,685.0,1513.0,0.5979899497,0.0,53.72864322,0.02010050251,0.1055276382,12701.53535,149.7896366,14952.0
472,473,花山組ちゃんねる,,,個人,二次元,男,1281.0,13.0,8880.076923,44.61538462,3.846153846,6.0,0.7692307692,1.4615384619999998,541.4615385,3.750797647,108.3423372,2796.0,2880.0,15236.0,10534.0,0.905,0.0,34.69,0.005,0.325,1712.537688,108.33566670000002,7043.0
473,474,星野光ちゃんねる!,,,個人,二次元,女,1294.0,7.0,675.0,131.8571429,3.857142857,64.71428571,0.0,4.1428571430000005,1543.571429,8.340275849,69.62812424,75.0,2209.0,24423.0,16245.0,0.93,0.0,39.58,0.0,0.14,1042.592965,69.72329401,10788.0
474,475,桐間雷斗,,,個人,三次元,女,1273.0,109.0,6640.9,12.56,0.52,1.0,0.98,14.26,618.54,3.040852466,455.4943279,5.0,163.0,77.0,378.0,0.67,0.0,66.08,0.015,0.0,77532.72362,321.4170093,97503.0
475,476,アリアの嘆きちゃんねる,,,,,,1335.0,36.0,7426.444444,30.83333333,0.19444444440000005,1.277777778,0.7777777778,6.083333333,360.1388889,1.98092295,75.07342517,1953.0,3076.0,24362.0,22529.0,0.9,0.0,36.41,0.05,0.25,236.6482412,75.10048151,13005.0
476,477,KitsuneProject,,,個人,二次元,男,1272.0,22.0,2401.136364,47.68181818,6.772727272999999,5.227272727,0.3636363636,8.909090909,838.2727272999998,6.5181542110000015,2429.535242000001,644.0,2504.0,28052.0,14291.0,0.855,0.0,45.39,0.0,0.44,2043.115578,156.7741273,18453.0
477,478,ムーナ,,,,,,1271.0,8.0,236.25,67.5,8.625,55.0,0.0,10.125,4488.625,48.14015542,641.261909,218.0,1201.0,45116.0,2104.0,0.88,0.0,45.665,0.035,0.0,4399.869347,613.4579352000002,35910.0
478,479,sorako.channel,,,企業,三次元,女,1265.0,2.0,181.0,413.0,17.0,51.0,0.0,2.5,4161.5,14.00390046,120.67562420000002,30.0,1377.0,36.0,176.0,0.8238636364,0.0,77.29545455,0.0,0.01136363636,14374.77143,120.6744167,8330.0
479,480,ゆっくりHUMANOちゃんねる,,,,,,1272.0,41.0,475.1463415,17.48780488,0.3414634146,21.58536585,0.0,41.70731707,199.1463415,3.3701796880000003,152.24698999999995,28437.0,31878.0,73367.0,26640.0,0.93,0.0,112.145,0.0,0.03,921.9145729,859.7328426000001,8193.0
480,481,大谷さんの食べ物文化研究室,,,個人,二次元,女,1313.0,3.0,503.33333330000005,457.6666667,0.6666666667,59.0,0.0,4.666666667,3063.0,18.4042419,79.39888813,2886.0,3810.0,16820.0,80905.0,0.69,0.0,61.825,0.025,0.035,3190.3969850000008,3223.829451,9162.0
481,482,アナトの企画バーチャルチャンネル,,,個人,三次元,機械,1268.0,39.0,2683.153846,52.64102564,0.9743589744,14.17948718,0.3846153846,5.282051282,745.7435897,4.469752071,181.2604506,73.0,853.0,493.0,524.0,0.2474747475,0.0,50.05050505,0.0,0.06565656566,50129.41624,181.2324954,29096.0
482,483,コロちゃんねる犬塚コロ,,,個人,二次元,女,1266.0,57.0,4094.1,30.76,0.12,4.4,0.7,2.58,286.48,2.2041650130000003,137.6763534,1479.0,2572.0,8712.0,7199.0,0.855,0.0,46.69,0.025,0.305,1417.914573,137.6410371,18034.0
483,484,たまちゃんねる,,,個人,二次元,男,1279.0,31.0,3869.096774,33.61290323,0.8064516129000001,14.25806452,0.1935483871,12.06451613,438.4516129,5.20390625,167.8675803,2417.0,2501.0,11601.0,10309.0,0.71,0.0,50.73,0.005,0.35,1386.733668,158.0437454,13810.0
484,485,小鳥遊名奈,小鳥遊Channel,,個人,三次元,機械,1292.0,36.0,130.88888889999998,30.69444444,0.3611111111,21.02777778,0.0,6.166666667,306.55555560000005,3.93095172,151.4024761,4485.0,4508.0,51189.0,46808.0,0.9,0.0,59.55,0.0,0.31,297.4321608,379.7596482,11052.0
485,486,Roaming Tuna,,,,,,1307.0,13.0,41.76923077,134.5384615,2.0,44.53846154,0.0,14.07692308,1682.923077,38.42461323,765.0267238,462.0,1791.0,13538.0,2546.0,0.775,0.0,63.64,0.145,0.0,6272.060302000001,548.3615579,21840.0
486,487,クロイベエスバンド,,,,,,1278.0,15.0,86.6,133.3333333,0.3333333333,27.4,0.0,1.466666667,1980.6,29.18556796,421.58748770000005,,,,,,,,,,,,29662.0
487,488,ゆらちちゃんねる,,,個人,二次元,男,1241.0,204.0,7552.76,17.44,0.38,0.24,1.0,1.0,172.88,0.8067250094,151.3355085,600.0,2082.0,6279.0,6858.0,0.87,0.0,55.41,0.015,0.28,6072.442211,151.315331,49827.0
488,489,寧々子ちゃんねる,,,個人,二次元,女,1241.0,84.0,6325.66,35.34,1.44,0.18,1.0,1.0,242.8,0.8568253968,2227.447777,2016.0,2120.0,14519.0,16548.0,0.79,0.0,43.41,0.005,0.35,622.4723617999998,180.660331,22694.0
489,490,引篭凜,,,個人,三次元,女,1243.0,8.0,1039.5,135.625,1.5,28.625,0.25,2.5,2170.125,20.17699901,201.1980316,372.0,1612.0,11887.0,6965.0,0.655,0.0,46.455,0.005,0.06,7440.055276000001,201.2082593,17369.0
490,491,Akane Yashiro,,,個人,二次元,女,1260.0,48.0,4325.96,42.38,1.18,5.28,0.64,9.88,360.58,2.04854143,106.1821404,246.0,1911.0,4871.0,5349.0,0.795,0.0,52.4,0.01,0.2,1147.150754,106.1715232,18060.0
491,492,ASSISTANTROBOT N-TO,,,個人,三次元,男,1228.0,20.0,647.8,100.8,0.2,12.3,0.15,8.9,770.3,6.14460039,128.15720990000003,1015.0,2718.0,17009.0,5363.0,0.47,0.0,55.315,0.03,0.235,3653.889447,128.6465579,15421.0
492,493,レンチ【作曲系Vtuber】,,,個人,二次元,男,1227.0,43.0,2361.409091,96.5,0.8863636364,9.204545455,0.34090909090000004,7.659090909,4565.772727000001,19.21142442,827.5734252000002,491.0,1418.0,8047.0,1231.0,0.715,0.0,54.685,0.005,0.225,3970.135678,2377.402727,200962.0
493,494,カゴノメチャンネル /箱庭系Vtuber 籠目ヴェセル,,,企業,三次元,男,1213.0,2.0,217.5,254.0,3.5,63.5,0.0,15.5,3735.5,8.009259259,115.431365,33.0,1230.0,72.0,91.0,0.4395604396,0.0,75.21978022,0.0,0.05494505495,56578.4,115.5695324,7465.0
494,495,shanoa channel *,,,,,,1293.0,5.0,302.4,211.6,5.6,37.6,0.0,4.2,7015.6,20.97828704,114.4643742,475.0,1902.0,12090.0,7596.0,0.75,0.0,26.885,0.0,0.0,3645.633166,190.8532361,34944.0
495,496,イツキオンライン,,,,,,1229.0,13.0,5671.769231,67.23076923,2.230769231,1.230769231,0.9230769231,1.4615384619999998,2266.3076920000008,5.957473958,82.14219831,1856.0,1924.0,207.0,715.0,0.39,0.0,74.7,0.0,0.015,7477.01005,84.08025002,29448.0
496,497,VirtualYouTuber ミラ.,,,個人,三次元,機械,1204.0,55.0,6303.18,12.14,30.36,0.84,0.7,1.0,312.6,2.83578869,741.2860641,,,,,,,,,,,,25084.0
497,498,Paparacha Official,,,個人,二次元,機械,1222.0,48.0,537.5416667000002,22.375,0.5416666667,5.770833333,0.0,7.25,2235.479167,11.68564421,986.8762261,,,,,,,,,,,,107339.0
498,499,vtuber椎葉アキラ,,,個人,二次元,女,1181.0,12.0,1137.833333,73.75,0.3333333333,23.66666667,0.25,1.0,911.0833332999997,10.81961385,186.3982053,2373.0,2494.0,5097.0,7717.0,0.685,0.0,64.735,0.015,0.315,9376.130653,186.4559908,10945.0
499,500,WISP,,,,,,1228.0,10.0,2693.2,133.7,0.7,12.6,0.5,1.0,1082.8,4.234463735,2016.13824,1800.0,2918.0,8435.0,4882.0,0.935,0.0,52.155,0.01,0.105,987.9748744,3201.960424,10846.0
500,501,陽菜/Hina 畑のVチューバー/Virtual YouTuber on the farm,,,個人,二次元,女,1171.0,12.0,124.3333333,133.1666667,0.4166666667,22.5,0.0,22.75,853.25,10.19318708,136.89703630000002,1825.0,1799.0,3873.0,1651.0,0.785,0.0,82.97,0.025,0.34,6557.422111,475.6967778,10243.0
501,502,インサイドちゃん,インサイドちゃん,,企業,三次元,女,1184.0,10.0,367.5,104.0,2.5,19.0,0.0,22.5,3484.5,5.490958076,51.66722146,22203.0,62181.0,222.0,97500.0,0.025,0.0,91.055,0.0,0.005,3214.085427,3393.831697,34828.0
502,503,プラパネル【見習いVTuber】,,,,,,989.0,1.0,254.0,93.0,0.0,2.0,0.0,16.0,2742.0,,102.6729969,,,,,,,,,,,,2745.0
503,504,ぴぴぴのぶきみch,,,個人,二次元,,1169.0,9.0,215.4444444,503.33333330000005,10.66666667,60.55555556,0.0,1.4444444440000002,79457.88889,409.6631149,3418.477036,456.0,356.0,311.0,378.0,0.525,0.0,67.63,0.005,0.265,8004.351759,36.16119910000001,715122.0
504,505,綾胸エリ,,,個人,二次元,男,,,,,,,,,,,,,,,,,,,,,,,
505,506,VR沖縄人ユイ,,,個人,二次元,機械,1167.0,52.0,2445.84,23.18,0.26,8.7,0.26,8.86,194.08,2.877855962,207.3377539,2579.0,2833.0,7513.0,8734.0,0.92,0.0,53.475,0.0,0.405,3680.170854,207.309625,10007.0
506,507,こーじGAMES,,,,,,1215.0,13.0,158.0,37.23076923,1.5384615380000002,13.92307692,0.0,7.076923077000001,1376.384615,27.3137201,331.19880710000007,,,,,,,,,,,,17857.0
507,508,バーチャル数学科大学院生いたりんっ,,,,,,1199.0,6.0,769.1666667000002,99.66666667,0.8333333333,16.16666667,0.0,5.666666667,2042.5,6.334310185,41.07344831,2895.0,2962.0,547.0,85.0,0.1411764706,0.0,89.11764706,0.04705882353,0.02352941176,40742.32143,41.88651160000001,12249.0
508,509,リョーサン,,,,,,1158.0,10.0,882.0,160.1,4.6,8.2,0.0,1.0,3802.2,1.940505401,1081.510543,9.0,85246.0,530.0,12521.0,0.435,0.0,56.18,0.0,0.17,15388.9799,2096.46128,38028.0
509,510,ぐっち【世界初!旅系バーチャルYouTuber】,,,,,,1147.0,126.0,437.84,2.76,0.42,0.68,0.0,15.4,272.36,6.290654526,635.4152076,,,,,,,,,,,,1174845.0
510,511,はお！ユリ・メイ飯店,,,個人,二次元,女,1154.0,121.0,3044.76,30.74,0.06,4.32,0.52,3.64,210.16,1.734673091,175.4475803,1017.0,1828.0,1658.0,8922.0,0.63,0.0,40.125,0.01,0.135,2460.065327,186.7458287,37715.0
511,512,S4U バーチャル下水道,,,個人,二次元,男,1152.0,135.0,875.72,15.04,4.82,2.88,0.0,6.5,1293.56,2.397109316,226.2238418,,,,,,,,,,,,111843.0
512,513,バーチャルDMP佐倉さく,,,個人,二次元,男,1136.0,30.0,3141.233333,31.13333333,4.066666667,9.0,0.6,3.833333333,953.2,4.833691331,155.697858,,,,,,,,,,,,28604.0
513,514,人造人間ジンゾウ,,,,,,1162.0,11.0,4025.0909090000014,101.3636364,1.363636364,12.45454545,0.7272727273,1.0,667.1818182,2.91137963,43.26709415,1013.0,3664.0,1466.0,1378.0,0.78,0.0,38.355,0.005,0.19,4832.693467,49.30506484,7360.0
514,515,桃瀬ひなの,ひなのちゃんねる,,,,,1141.0,8.0,2757.75,31.0,0.875,5.125,0.125,6.625,408.5,3.622665344,48.41005711,479.0,501.0,93.0,402.0,0.725,0.0,42.82,0.005,0.175,11475.63317,41.42610651,3263.0
515,516,ハレゲームch,,,,,,1141.0,550.0,6395.2,12.4,1.32,1.86,0.9,4.96,341.36,1.588704885,2473.258483,89.0,135.0,119.0,2089.0,0.2727272727,0.0,55.94444444,0.0,0.0,66280.17259,798.5713611000001,204533.0
516,517,ゆきはね公式チャンネル【バーチャルYouTuber 市】,,,個人,三次元,女,1136.0,46.0,174.5869565,28.89130435,0.4782608696,9.413043477999999,0.0,8.260869565,799.1304347999999,25.62058848,1233.484201,2732.0,2803.0,143.0,6306.0,0.5635359115999999,0.0,95.82872928,0.04419889503,0.0,22739.80556,1591.386581,36779.0
517,518,おかせん,,,,,,1140.0,442.0,1237.46,0.14,0.0,0.12,0.0,4.54,35.64,0.2450538549,212.0182284,2748.0,2215.0,4351.0,5460.0,0.635,0.0,66.435,0.0,0.0,11886.52764,364.5177037,30594.0
518,519,Ch伊雪,,,個人,三次元,男,1137.0,40.0,2610.8,30.175,0.85,9.3,0.525,1.85,341.775,3.894844195,165.1597678,,,,,,,,,,,,13690.0
519,520,ゆっくりあるさん,,,,,,1128.0,31.0,178.7419355,35.41935484,4.612903226,23.32258065,0.0,13.38709677,3270.322581,19.14096181,1042.416758,204.0,363.0,4507.0,6789.0,0.625,0.005,53.025,0.0,0.0,13462.52261,612.2618125,101414.0
520,521,パコチャンネル -Paco Channel-,,,個人,二次元,女,1152.0,16.0,4281.125,105.8125,0.625,3.6875,0.875,8.5625,895.4375,3.618737654,74.47268442,1548.0,1595.0,817.0,561.0,0.755,0.0,60.925,0.0,0.015,13657.88945,64.59397688,14343.0
521,522,みなこんチャンネル,,,,,,1122.0,3.0,70.33333333,140.33333330000002,3.333333333,29.0,0.0,5.333333333,2051.666667,11.46861111,45.34698998,38.0,842.0,201.0,339.0,0.795,0.0,46.255,0.0,0.28,11452.63819,102.2860023,6145.0
522,523,バーチャルバナナ,,,個人,二次元,男,1123.0,21.0,692.3333332999998,30.71428571,0.14285714289999998,13.42857143,0.09523809524,2.761904762,342.952381,6.514367477,133.5446057,3842.0,3193.0,4594.0,10040.0,0.71,0.0,49.835,0.05,0.29,1725.964824,133.556963,7219.0
523,524,Yui Channel,,,,,,1143.0,26.0,684.92,60.48,0.44,12.48,0.12,3.44,712.8,2.117618152,63.51607563,1505.0,1757.0,1245.0,1569.0,0.795,0.0,59.885,0.015,0.035,4348.477387,63.39464817,17504.0
524,525,ツル巣籠,,,個人,二次元,女,1085.0,18.0,2573.444444,115.1111111,0.4444444444,16.11111111,0.2777777778,3.277777778,682.4444444000002,5.303748638,91.19667748,,,,,,,,,,,,12224.0
525,526,【公式】OVERHIT CHANNEL,,転生組,,,,1085.0,29.0,453.24137930000006,32.20689655,3.068965517,2.068965517,0.06896551724,9.482758621,41391.62069,2.580639054,99.71679322,,,,,,,,,,,,1200222.0
526,527,kamegod,,,,,,1087.0,72.0,286.76,37.54,1.44,7.14,0.0,7.92,9014.6,34.32842356,1834.236029,331.0,349.0,1112.0,2670.0,0.37,0.0,48.21,0.025,0.07,14323.31156,1817.281095,511104.0
527,528,高峰伊織【バーチャルJAZZボーカリスト】,,,,,,1278.0,5.0,200.4,279.4,0.0,40.4,0.0,7.4,1860.0,5.747757523,29.06173535,1353.0,1385.0,757.0,1247.0,0.88,0.0,67.1,0.01,0.105,518.8241206,29.08982178,9273.0
528,529,犬桜ひとつ,,,個人,三次元,女,1086.0,16.0,1279.3125,93.875,0.375,12.0,0.375,60.625,915.375,6.592824846,121.9007168,60.0,459.0,365.0,292.0,0.82,0.0,51.86,0.0,0.26,18608.98492,112.5285139,14653.0
529,530,月詠 桜,,,個人,三次元,女,1086.0,16.0,2111.6875,55.0,1.375,10.625,0.5,1.0625,495.625,7.335611111,117.5308557,300.0,2019.0,6373.0,3627.0,0.765,0.0,48.5,0.005,0.19,4096.472362,117.6046482,7932.0
530,531,桜坂まき*まきちゃんねる,,,,,,1077.0,3.0,3788.666667,1518.333333,50.66666667,133.3333333,0.0,2.666666667,172057.0,233.7881481,2063.653055,,,,,,,,,,,,516081.0
531,532,【8bitVTuber】横井bit子の8bitチャンネル,,,個人,二次元,機械,1097.0,92.0,6622.62,30.2,0.04,1.4,0.94,2.1,205.18,1.326988615,105.6149992,5338.0,5157.0,2411.0,8155.0,0.94,0.0,45.485,0.03,0.29,604.1507538,1747.8575420000002,15192.0
532,533,マルガミ,,,個人,三次元,男,1071.0,423.0,186.86,,,0.12,0.0,2.0,7.82,1.020407455,1782.4676149999998,,,,,,,,,,,,678443.0
533,534,Lupinus* Channel,,,,,,1077.0,15.0,5294.4666670000015,52.2,20.33333333,4.133333333,0.9333333333,13.66666667,498.4,3.353553241,92.42861035,2650.0,2632.0,12344.0,11765.0,0.705,0.0,74.315,0.035,0.345,1103.080402,327.6667199,7482.0
